key,requirements
cecill-1.0,Patent - Rights Impairment
cecill-1.1,License Text in Source
cecill-1.1,License Text in Documentation
cecill-1.1,Usage Notice in Documentation
cecill-1.1,Source Redistribution
cecill-1.1,Change Tracking in Source
cecill-1.1,Patent - Rights Impairment
cecill-1.1,Warranty Disclaimer
cecill-1.1,GPL Compatible
cecill-2.0,License Text in Source
cecill-2.0,License Text in Documentation
cecill-2.0,Usage Notice in Documentation
cecill-2.0,Source Redistribution
cecill-2.0,Change Tracking in Source
cecill-2.0,Patent - Rights Impairment
cecill-2.0,Warranty Disclaimer
cecill-2.0,GPL Compatible
cecill-b,License Text in Source
cecill-b,License Text in Documentation
cecill-b,Usage Notice in Documentation
cecill-b,Source Redistribution
cecill-b,Patent - Rights Impairment
cecill-b,Warranty Disclaimer
cecill-b,Patent - Warning
cecill-b,GPL Compatible
cecill-c,License Text in Source
cecill-c,License Text in Documentation
cecill-c,Usage Notice in Documentation
cecill-c,Source Redistribution
cecill-c,Change Tracking in Source
cecill-c,Patent - Rights Impairment
cgic,License Text in Documentation
cgic,Usage Notice in Documentation
cgic,Change Tracking in Documentation
chris-maunder,License Text in Source
chris-maunder,Warranty Disclaimer
chris-maunder,GPL Compatible
chris-stoy,License Text in Source
chris-stoy,Warranty Disclaimer
chris-stoy,GPL Compatible
cmr-no,License Text in Source
cmr-no,License Text in Documentation
cmr-no,Warranty Disclaimer
cmr-no,GPL Compatible
christopher-velazquez,Non-Commercial Use Only
christopher-velazquez,Restricted Redistribution
christopher-velazquez,Network Redistribution
artistic-clarified,License Text in Source
artistic-clarified,License Text in Documentation
artistic-clarified,No Use in Endorsements
artistic-clarified,Source Redistribution
artistic-clarified,Change Tracking in Source
artistic-clarified,Name Restriction
artistic-clarified,Patent - Rights Impairment
artistic-clarified,Warranty Disclaimer
classic-vb,License Text in Source
classic-vb,Warranty Disclaimer
classic-vb,GPL Compatible
classworlds,License Text in Source
classworlds,License Text in Documentation
classworlds,Usage Notice in Documentation
classworlds,No Use in Endorsements
classworlds,Name Restriction
classworlds,Warranty Disclaimer
clear-bsd,License Text in Source
clear-bsd,License Text in Documentation
clear-bsd,No Use in Endorsements
clear-bsd,Warranty Disclaimer
clear-bsd,GPL Compatible
cloudera-express,Restricted Redistribution
cloudera-express,Restricted Modifications
cloudera-express,No License Change
cloudera-express,Warranty Disclaimer
cloudera-express,Indemnify Licensor
cmu-computing-services,License Text in Source
cmu-computing-services,License Text in Documentation
cmu-computing-services,Usage Notice in Documentation
cmu-computing-services,No Use in Endorsements
cmu-computing-services,Warranty Disclaimer
cmu-computing-services,GPL Compatible
cmu-template,License Text in Source
cmu-template,License Text in Documentation
cmu-template,Warranty Disclaimer
cmu-template,GPL Compatible
cmu-uc,License Text in Source
cmu-uc,License Text in Documentation
cmu-uc,No Use in Endorsements
cmu-uc,Warranty Disclaimer
cmu-uc,GPL Compatible
cnri-python-1.6,License Text in Source
cnri-python-1.6,License Text in Documentation
cnri-python-1.6,No Use in Endorsements
cnri-python-1.6,Change Tracking in Source
cnri-python-1.6,Warranty Disclaimer
cnri-python-1.6,GPL Compatible
cnri-python-1.6.1,License Text in Source
cnri-python-1.6.1,License Text in Documentation
cnri-python-1.6.1,No Use in Endorsements
cnri-python-1.6.1,Change Tracking in Source
cnri-python-1.6.1,Warranty Disclaimer
cnri-python-1.6.1,GPL Compatible
cpol-1.02,License Text in Source
cpol-1.02,License Text in Documentation
cpol-1.02,No Use in Endorsements
cpol-1.02,Change Tracking in Source
cpol-1.02,No License Change
cpol-1.02,Export Controls
cpol-1.02,Patent - License Termination
cpol-1.02,Warranty Disclaimer
cpol-1.02,Indemnify Licensor
cpol-1.02,Patent - Grant
3pp-proprietary-08,License Text in Source
3pp-proprietary-08,Restricted Redistribution
codeguru-permissions,License Text in Source
codeguru-permissions,Restricted Redistribution
codexia,Restricted Redistribution
cognitive-web-osl-1.1,License Text in Source
cognitive-web-osl-1.1,License Text in Documentation
cognitive-web-osl-1.1,Usage Notice in Documentation
cognitive-web-osl-1.1,Source Redistribution
cognitive-web-osl-1.1,Change Tracking in Source
cognitive-web-osl-1.1,Patent - Rights Impairment
cognitive-web-osl-1.1,Warranty Disclaimer
cognitive-web-osl-1.1,GPL Compatible
colt,License Text in Source
colt,License Text in Documentation
colt,Usage Notice in Documentation
colt,Source Redistribution
colt,Change Tracking in Source
colt,Restricted Redistribution
colt,Patent - Rights Impairment
colt,Warranty Disclaimer
com-oreilly-servlet,License Text in Source
com-oreilly-servlet,License Text in Documentation
com-oreilly-servlet,Non-Commercial Use Only
com-oreilly-servlet,Restricted Redistribution
com-oreilly-servlet,Restricted Modifications
com-oreilly-servlet,Warranty Disclaimer
cddl-1.0,License Text in Source
cddl-1.0,License Text in Documentation
cddl-1.0,Source Redistribution
cddl-1.0,Change Tracking in Source
cddl-1.0,Export Controls
cddl-1.0,Patent - Rights Impairment
cddl-1.0,Patent - License Termination
cddl-1.0,Warranty Disclaimer
cddl-1.0,Indemnify Licensor
cddl-1.1,License Text in Source
cddl-1.1,License Text in Documentation
cddl-1.1,Source Redistribution
cddl-1.1,Change Tracking in Source
cddl-1.1,Export Controls
cddl-1.1,Patent - Rights Impairment
cddl-1.1,Patent - License Termination
cddl-1.1,Warranty Disclaimer
cddl-1.1,Indemnify Licensor
cddl-1.1,GPL Compatible
cpal-1.0,License Text in Source
cpal-1.0,License Text in Documentation
cpal-1.0,Source Redistribution
cpal-1.0,Change Tracking in Source
cpal-1.0,Patent - Rights Impairment
cpal-1.0,Patent - License Termination
cpal-1.0,Warranty Disclaimer
cpal-1.0,Indemnify Licensor
cpal-1.0,Network Redistribution
cpl-0.5,License Text in Source
cpl-0.5,License Text in Documentation
cpl-0.5,Source Redistribution
cpl-0.5,Change Tracking in Source
cpl-0.5,Patent - Rights Impairment
cpl-0.5,Patent - License Termination
cpl-0.5,Warranty Disclaimer
cpl-1.0,License Text in Source
cpl-1.0,License Text in Documentation
cpl-1.0,Source Redistribution
cpl-1.0,Change Tracking in Source
cpl-1.0,Patent - Rights Impairment
cpl-1.0,Patent - License Termination
cpl-1.0,Warranty Disclaimer
commonj-timer,License Text in Source
commonj-timer,License Text in Documentation
commonj-timer,No Use in Endorsements
commonj-timer,Restricted Modifications
commonj-timer,Warranty Disclaimer
compass,License Text in Source
compass,License Text in Documentation
compass,No Use in Endorsements
compass,Warranty Disclaimer
compass,GPL Compatible
componentace-jcraft,License Text in Source
componentace-jcraft,License Text in Documentation
componentace-jcraft,No Use in Endorsements
componentace-jcraft,Warranty Disclaimer
componentace-jcraft,GPL Compatible
ca-tosl-1.1,License Text in Source
ca-tosl-1.1,License Text in Documentation
ca-tosl-1.1,Usage Notice in Documentation
ca-tosl-1.1,Source Redistribution
ca-tosl-1.1,Change Tracking in Source
ca-tosl-1.1,Export Controls
ca-tosl-1.1,Patent - Rights Impairment
ca-tosl-1.1,Patent - License Termination
ca-tosl-1.1,Warranty Disclaimer
condor-1.1,License Text in Source
condor-1.1,License Text in Documentation
condor-1.1,No Use in Endorsements
condor-1.1,Change Tracking in Source
condor-1.1,Special Attribution Obligation
condor-1.1,Export Controls
condor-1.1,Patent - Rights Impairment
condor-1.1,Patent - License Termination
condor-1.1,Warranty Disclaimer
copyleft-next-0.3.0,License Text in Source
copyleft-next-0.3.0,License Text in Documentation
copyleft-next-0.3.0,Source Redistribution
copyleft-next-0.3.0,Change Tracking in Source
copyleft-next-0.3.0,Patent - Rights Impairment
copyleft-next-0.3.0,Patent - License Termination
copyleft-next-0.3.0,Warranty Disclaimer
copyleft-next-0.3.0,GPL Compatible
couchbase-community,License Text in Source
couchbase-community,License Text in Documentation
couchbase-community,Restricted Redistribution
couchbase-community,Warranty Disclaimer
couchbase-community,GPL Compatible
couchbase-enterprise,Non-Commercial Use Only
couchbase-enterprise,Restricted Redistribution
couchbase-enterprise,Restricted Modifications
couchbase-enterprise,No License Change
couchbase-enterprise,Export Controls
couchbase-enterprise,Warranty Disclaimer
lzma-cpl-exception,License Text in Source
lzma-cpl-exception,License Text in Documentation
lzma-cpl-exception,Source Redistribution
lzma-cpl-exception,Change Tracking in Source
lzma-cpl-exception,Patent - Rights Impairment
lzma-cpl-exception,Warranty Disclaimer
lzma-cpl-exception,GPL Compatible
lzma-cpl-exception,Exceptions
cc-by-4.0,License Text in Source
cc-by-4.0,Change Tracking in Source
cc-by-4.0,Warranty Disclaimer
cc-by-4.0,GPL Compatible
cc-by-1.0,License Text in Source
cc-by-1.0,License Text in Documentation
cc-by-1.0,No Use in Endorsements
cc-by-1.0,DRM Not Allowed
cc-by-1.0,Warranty Disclaimer
cc-by-2.0,License Text in Source
cc-by-2.0,License Text in Documentation
cc-by-2.0,No Use in Endorsements
cc-by-2.0,DRM Not Allowed
cc-by-2.0,Warranty Disclaimer
cc-by-2.0-uk,License Text in Source
cc-by-2.0-uk,License Text in Documentation
cc-by-2.0-uk,DRM Not Allowed
cc-by-2.0-uk,Warranty Disclaimer
cc-by-2.5,License Text in Source
cc-by-2.5,License Text in Documentation
cc-by-2.5,No Use in Endorsements
cc-by-2.5,DRM Not Allowed
cc-by-2.5,Warranty Disclaimer
cc-by-3.0,License Text in Source
cc-by-3.0,License Text in Documentation
cc-by-3.0,No Use in Endorsements
cc-by-3.0,Change Tracking in Documentation
cc-by-3.0,Warranty Disclaimer
cc-by-nd-1.0,License Text in Source
cc-by-nd-1.0,Change Tracking in Source
cc-by-nd-1.0,Restricted Redistribution
cc-by-nd-1.0,Restricted Modifications
cc-by-nd-1.0,Warranty Disclaimer
cc-by-nd-2.0,License Text in Source
cc-by-nd-2.0,Change Tracking in Source
cc-by-nd-2.0,Restricted Redistribution
cc-by-nd-2.0,Restricted Modifications
cc-by-nd-2.0,Warranty Disclaimer
cc-by-nd-2.5,License Text in Source
cc-by-nd-2.5,Change Tracking in Source
cc-by-nd-2.5,Restricted Redistribution
cc-by-nd-2.5,Restricted Modifications
cc-by-nd-2.5,Warranty Disclaimer
cc-by-nd-3.0,License Text in Source
cc-by-nd-3.0,Change Tracking in Source
cc-by-nd-3.0,Restricted Redistribution
cc-by-nd-3.0,Restricted Modifications
cc-by-nd-3.0,Warranty Disclaimer
cc-by-nc-1.0,License Text in Source
cc-by-nc-1.0,License Text in Documentation
cc-by-nc-1.0,Non-Commercial Use Only
cc-by-nc-1.0,Warranty Disclaimer
cc-by-nc-2.0,License Text in Source
cc-by-nc-2.0,License Text in Documentation
cc-by-nc-2.0,Non-Commercial Use Only
cc-by-nc-2.0,DRM Not Allowed
cc-by-nc-2.0,Warranty Disclaimer
cc-by-nc-2.5,License Text in Source
cc-by-nc-2.5,License Text in Documentation
cc-by-nc-2.5,Non-Commercial Use Only
cc-by-nc-2.5,DRM Not Allowed
cc-by-nc-2.5,Warranty Disclaimer
cc-by-nc-3.0,License Text in Source
cc-by-nc-3.0,License Text in Documentation
cc-by-nc-3.0,Non-Commercial Use Only
cc-by-nc-3.0,DRM Not Allowed
cc-by-nc-3.0,Warranty Disclaimer
cc-by-nc-nd-1.0,License Text in Source
cc-by-nc-nd-1.0,License Text in Documentation
cc-by-nc-nd-1.0,Non-Commercial Use Only
cc-by-nc-nd-1.0,Restricted Modifications
cc-by-nc-nd-1.0,DRM Not Allowed
cc-by-nc-nd-1.0,Warranty Disclaimer
cc-by-nc-nd-2.0,License Text in Source
cc-by-nc-nd-2.0,License Text in Documentation
cc-by-nc-nd-2.0,Non-Commercial Use Only
cc-by-nc-nd-2.0,Restricted Modifications
cc-by-nc-nd-2.0,DRM Not Allowed
cc-by-nc-nd-2.0,Warranty Disclaimer
cc-by-nc-nd-2.5,License Text in Source
cc-by-nc-nd-2.5,License Text in Documentation
cc-by-nc-nd-2.5,Non-Commercial Use Only
cc-by-nc-nd-2.5,Restricted Modifications
cc-by-nc-nd-2.5,DRM Not Allowed
cc-by-nc-nd-2.5,Warranty Disclaimer
cc-by-nc-nd-3.0,License Text in Source
cc-by-nc-nd-3.0,License Text in Documentation
cc-by-nc-nd-3.0,Non-Commercial Use Only
cc-by-nc-nd-3.0,Restricted Modifications
cc-by-nc-nd-3.0,DRM Not Allowed
cc-by-nc-nd-3.0,Warranty Disclaimer
cc-by-nc-sa-1.0,License Text in Source
cc-by-nc-sa-1.0,License Text in Documentation
cc-by-nc-sa-1.0,Non-Commercial Use Only
cc-by-nc-sa-1.0,Warranty Disclaimer
cc-by-nc-sa-2.0,License Text in Source
cc-by-nc-sa-2.0,License Text in Documentation
cc-by-nc-sa-2.0,Non-Commercial Use Only
cc-by-nc-sa-2.0,Warranty Disclaimer
cc-by-nc-sa-2.5,License Text in Source
cc-by-nc-sa-2.5,License Text in Documentation
cc-by-nc-sa-2.5,Non-Commercial Use Only
cc-by-nc-sa-2.5,Warranty Disclaimer
cc-by-nc-sa-3.0,License Text in Source
cc-by-nc-sa-3.0,License Text in Documentation
cc-by-nc-sa-3.0,Non-Commercial Use Only
cc-by-nc-sa-3.0,Warranty Disclaimer
cc-by-sa-1.0,License Text in Source
cc-by-sa-1.0,License Text in Documentation
cc-by-sa-1.0,No Use in Endorsements
cc-by-sa-1.0,Special Attribution Obligation
cc-by-sa-1.0,Warranty Disclaimer
cc-by-sa-1.0,GPL Compatible
cc-by-sa-2.0,License Text in Source
cc-by-sa-2.0,License Text in Documentation
cc-by-sa-2.0,Usage Notice in Documentation
cc-by-sa-2.0,Source Redistribution
cc-by-sa-2.0,Change Tracking in Source
cc-by-sa-2.0,DRM Not Allowed
cc-by-sa-2.0,Patent - Rights Impairment
cc-by-sa-2.0,Warranty Disclaimer
cc-by-sa-2.5,License Text in Source
cc-by-sa-2.5,License Text in Documentation
cc-by-sa-2.5,Usage Notice in Documentation
cc-by-sa-2.5,Source Redistribution
cc-by-sa-2.5,Change Tracking in Source
cc-by-sa-2.5,DRM Not Allowed
cc-by-sa-2.5,Patent - Rights Impairment
cc-by-sa-2.5,Warranty Disclaimer
cc-by-sa-3.0,License Text in Source
cc-by-sa-3.0,License Text in Documentation
cc-by-sa-3.0,Usage Notice in Documentation
cc-by-sa-3.0,Source Redistribution
cc-by-sa-3.0,Change Tracking in Source
cc-by-sa-3.0,DRM Not Allowed
cc-by-sa-3.0,Patent - Rights Impairment
cc-by-sa-3.0,Warranty Disclaimer
cc-by-nd-4.0,License Text in Source
cc-by-nd-4.0,Change Tracking in Source
cc-by-nd-4.0,Restricted Redistribution
cc-by-nd-4.0,Restricted Modifications
cc-by-nd-4.0,Warranty Disclaimer
cc-by-nc-4.0,License Text in Source
cc-by-nc-4.0,Change Tracking in Source
cc-by-nc-4.0,Non-Commercial Use Only
cc-by-nc-4.0,Warranty Disclaimer
cc-by-nc-nd-4.0,License Text in Source
cc-by-nc-nd-4.0,Change Tracking in Source
cc-by-nc-nd-4.0,Non-Commercial Use Only
cc-by-nc-nd-4.0,Restricted Redistribution
cc-by-nc-nd-4.0,Restricted Modifications
cc-by-nc-nd-4.0,Warranty Disclaimer
cc-by-nc-sa-4.0,License Text in Source
cc-by-nc-sa-4.0,License Text in Documentation
cc-by-nc-sa-4.0,Source Redistribution
